Project_ID,Project_Title,Domain,Sub_Domain,Project_Type,Technology,Abstract,Academic_Year,Student_Interest_Tags
P1443,ML-Driven FinTech Monitoring System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2021-22,FinTech
P1444,Development of Blockchain Systems Management System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1445,Analysis of Smart City Attendance Platform,IoT,Smart City,Hardware + Software,Arduino Sensors MQTT,This hardware + software project focuses on smart city under the IoT domain using Arduino Sensors MQTT.,2021-22,Smart City
P1446,Intelligent Deep Learning Recommendation Engine,AI/ML,Deep Learning,Software,Python CNN,This software project focuses on deep learning under the AI/ML domain using Python CNN.,2022-23,Deep Learning
P1447,Secure Database Systems Analytics Dashboard,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P1448,Design and Implementation of Database Systems Monitoring Solution,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2023-24,Database Systems
P1449,Automated Web Applications Recommendation Engine,Web Development,Web Applications,Software,React Node MySQL,This software project focuses on web applications under the Web Development domain using React Node MySQL.,2023-24,Web Applications
P1450,Development of Deep Learning Recommendation Engine,AI/ML,Deep Learning,Software,Python CNN,This software project focuses on deep learning under the AI/ML domain using Python CNN.,2021-22,Deep Learning
P1451,Design and Implementation of Energy Systems Monitoring System,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2022-23,Energy Systems
P1452,Design and Implementation of Blockchain Systems Monitoring Solution,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1453,Real-Time Deep Learning Prediction Model,AI/ML,Deep Learning,Software,Python LSTM,This software project focuses on deep learning under the AI/ML domain using Python LSTM.,2023-24,Deep Learning
P1454,Development of Deep Learning Analytics Dashboard,AI/ML,Deep Learning,Software,Python LSTM,This software project focuses on deep learning under the AI/ML domain using Python LSTM.,2023-24,Deep Learning
P1455,ML-Driven Blockchain Systems Recommendation Engine,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1456,Smart Healthcare IT Detection Framework,Web Development,Healthcare IT,Software,HTML CSS JS Django,This software project focuses on healthcare it under the Web Development domain using HTML CSS JS Django.,2023-24,Healthcare IT
P1457,Secure Blockchain Systems Attendance Platform,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1458,Real-Time Blockchain Systems Automation System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1459,Automated Blockchain Systems Prediction Model,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1460,Development of Energy Systems Recommendation Engine,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2021-22,Energy Systems
P1461,Design and Implementation of Web Applications Analytics Dashboard,Web Development,Web Applications,Software,HTML CSS JavaScript PHP,This software project focuses on web applications under the Web Development domain using HTML CSS JavaScript PHP.,2021-22,Web Applications
P1462,Intelligent Recommender Systems Attendance Platform,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2023-24,Recommender Systems
P1463,Analysis of Recommender Systems Attendance Platform,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2022-23,Recommender Systems
P1464,Automated Recommender Systems Recommendation Engine,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2022-23,Recommender Systems
P1465,Design and Implementation of Home Automation Recommendation Engine,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2022-23,Home Automation
P1466,Design and Implementation of Web Applications Monitoring System,Web Development,Web Applications,Software,React Node MySQL,This software project focuses on web applications under the Web Development domain using React Node MySQL.,2022-23,Web Applications
P1467,ML-Driven AgriTech Prediction Model,IoT,AgriTech,Hardware + Software,Arduino Soil Sensors,This hardware + software project focuses on agritech under the IoT domain using Arduino Soil Sensors.,2022-23,AgriTech
P1468,Automated Smart City Decision Support System,IoT,Smart City,Hardware + Software,IoT Sensors Cloud,This hardware + software project focuses on smart city under the IoT domain using IoT Sensors Cloud.,2021-22,Smart City
P1469,Real-Time Energy Systems Attendance Platform,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2023-24,Energy Systems
P1470,Secure Energy Systems Decision Support System,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2022-23,Energy Systems
P1471,Design and Implementation of Healthcare IT Recommendation Engine,Web Development,Healthcare IT,Software,HTML CSS JS Django,This software project focuses on healthcare it under the Web Development domain using HTML CSS JS Django.,2022-23,Healthcare IT
P1472,Real-Time Blockchain Systems Detection Framework,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1473,Analysis of Computer Vision Management System,AI/ML,Computer Vision,Software,Python OpenCV CNN,This software project focuses on computer vision under the AI/ML domain using Python OpenCV CNN.,2022-23,Computer Vision
P1474,Secure AgriTech Analytics Dashboard,IoT,AgriTech,Hardware + Software,Arduino Soil Sensors,This hardware + software project focuses on agritech under the IoT domain using Arduino Soil Sensors.,2021-22,AgriTech
P1475,Intelligent Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1476,AI-Based EdTech Analytics Dashboard,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2022-23,EdTech
P1477,Automated EdTech Decision Support System,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2021-22,EdTech
P1478,Real-Time Blockchain Systems Analytics Dashboard,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1479,ML-Driven Blockchain Systems Automation System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1480,Secure Blockchain Systems Monitoring Solution,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
